id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,House Address,sqft_living15,sqft_lot15
3303700376,12/01/14,667000,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,"1414 E Harrison St, Seattle, WA 98112, USA",1860,3861
5101402488,6/24/2014,438000,3,1.75,1520,6380,1,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,"2302 NE 91st St, Seattle, WA 98115, USA",1520,6235
1873100390,03/02/15,719000,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,"17252 NE 119th Way, Redmond, WA 98052, USA",2630,6026
8562750320,11/10/14,580500,3,2.5,2320,3980,2,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,"2190 NW Coyote Creek Ln, Issaquah, WA 98027, USA",2580,3980
2426039314,12/01/14,280000,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,"13435 Greenwood Ave N, Seattle, WA 98133, USA",1390,1756
461000390,6/24/2014,687500,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,"7330 9th Ave NW, Seattle, WA 98117, USA",1460,5000
7589200193,11/10/14,535000,3,1,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,"1420 NW 83rd St, Seattle, WA 98117, USA",1570,5080
7955080270,12/03/14,322500,4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,"19504 138th Ave SE, Renton, WA 98058, USA",2020,8720
9547205180,6/13/2014,696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,"7349 17th Ave NE, Seattle, WA 98115, USA",1590,3264
9435300030,5/28/2014,550000,4,1,1660,34848,1,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,"6056 156th Ave NE, Redmond, WA 98052, USA",2160,11467
2768000400,12/30/2014,640000,4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,"5601 5th Ave NW, Seattle, WA 98107, USA",1730,4700
7895500070,2/13/2015,240000,4,1,1220,8075,1,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,"29832 42nd Ave S, Auburn, WA 98001, USA",1290,7800
2078500320,6/20/2014,605000,4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,"8113 120th Pl SE, Newcastle, WA 98056, USA",2620,11884
5547700270,7/15/2014,625000,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,"521 234th Pl NE, Sammamish, WA 98074, USA",2470,5669
7766200013,08/11/14,775000,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,"853 SW 174th St, Normandy Park, WA 98166, USA",2410,30617
7203220400,07/07/14,861990,5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,"9704 242nd Way NE, Redmond, WA 98053, USA",3625,5639
9270200160,10/28/2014,685000,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,"507 W Smith St, Seattle, WA 98119, USA",1580,2640
1432701230,7/29/2014,309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,"12505 SE 172nd St, Renton, WA 98058, USA",1340,8808
8035350320,7/18/2014,488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,"16011 270th Pl NE, Duvall, WA 98019, USA",3050,9232
8945200830,3/25/2015,210490,3,1,990,8528,1,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,"2902 SW 330th St, Federal Way, WA 98023, USA",1228,8840
4178300310,7/16/2014,785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,"1010 141st Pl NE, Bellevue, WA 98007, USA",2680,13685
9215400105,4/28/2015,450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,"7001 25th Ave NE, Seattle, WA 98115, USA",970,5100
822039084,03/11/15,1.35E+06,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,"9129 SW Quartermaster Dr, Vashon, WA 98070, USA",2680,72513
5245600105,9/16/2014,228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,"19626 10th Ave S, Des Moines, WA 98148, USA",1190,9364
7231300125,2/17/2015,345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,"663 Blaine Ave NE, Renton, WA 98056, USA",1990,9133
7518505990,12/31/2014,600000,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,"7040 22nd Ave NW, Seattle, WA 98117, USA",1410,4080
3626039271,02/05/15,585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,"9527 9th Ave NW, Seattle, WA 98117, USA",1480,6738
4217401195,03/03/15,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,"3848 43rd Ave NE, Seattle, WA 98105, USA",2730,6000
9822700295,05/12/14,885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,"3503 NE 43rd St, Seattle, WA 98105, USA",1950,5000
9478500640,8/19/2014,292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,"17025 SE 263rd St, Covington, WA 98042, USA",2250,4500
2799800710,04/07/15,301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,"26422 SE 263rd Pl, Covington, WA 98042, USA",2690,4750
7922800400,8/27/2014,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,"16664 SE 25th St, Bellevue, WA 98008, USA",2960,11044
8079040320,2/23/2015,430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,"1520 Ilwaco Ave NE, Renton, WA 98059, USA",2270,8542
1516000055,12/10/14,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,"233 SW 189th Pl, Normandy Park, WA 98166, USA",2570,18900
9558200045,8/28/2014,289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,"1st Ave S & SW 186th St, Normandy Park, WA 98166, USA",1290,8750
5072410070,10/21/2014,505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,"17551 6th Pl SW, Normandy Park, WA 98166, USA",2500,9500
9528102996,12/07/14,549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,"6520B Weedin Pl NE, Seattle, WA 98115, USA",1580,3090
1189001180,06/03/14,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,"2717 E Spring St, Seattle, WA 98122, USA",1440,4080
3253500160,11/20/2014,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,"3214 22nd Ave S, Seattle, WA 98144, USA",1440,4000
3394100030,09/09/14,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,"3224 111th Ave SE, Bellevue, WA 98004, USA",2750,11049
3717000160,10/09/14,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,"6110 S 295th Ct, Auburn, WA 98001, USA",2221,4557
1274500060,8/25/2014,204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,"17235 SE 267th Pl, Covington, WA 98042, USA",1010,12635
1802000060,06/12/14,1.33E+06,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,"2209 95th Ave NE, Clyde Hill, WA 98004, USA",3390,20158
1525059190,09/12/14,1.04E+06,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,"13355 NE 50th St, Bellevue, WA 98005, USA",3530,38917
1049000060,01/05/15,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,"12206 NE 149th St, Kirkland, WA 98034, USA",1640,4745
8820901275,06/10/14,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,"12042 38th Ave NE, Seattle, WA 98125, USA",1510,7807
5416510140,07/10/14,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,"22840 SE 269th St, Maple Valley, WA 98038, USA",2420,5000
3444100400,3/16/2015,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,"27702 SE 277th St, Kent, WA 98042, USA",1940,50529
3276920270,11/05/14,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,"3022 263rd Pl SE, Sammamish, WA 98075, USA",3240,35020
4036801170,10/13/2014,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,"16213 SE 7th St, Bellevue, WA 98008, USA",1680,7500
2391600320,4/20/2015,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,"4441 48th Ave SW, Seattle, WA 98116, USA",890,5060
6300000287,06/09/14,410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,"10710 Interlake Ave N, Seattle, WA 98133, USA",1130,5693
1531000030,3/23/2015,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,"28844 237th Pl SE, Black Diamond, WA 98010, USA",3350,39750
5104520400,12/02/14,390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,"27989 Maple Ridge Way SE, Maple Valley, WA 98038, USA",2350,5363
7437100340,12/22/2014,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,"28155 233rd Ave SE, Maple Valley, WA 98038, USA",1870,6405
9418400240,10/28/2014,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,"6018 32nd Ave S, Seattle, WA 98118, USA",1720,6720
1523059105,1/28/2015,356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,"13604 143rd Ave SE, Renton, WA 98059, USA",1850,8797
1133000671,06/02/14,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,"1715 NE 135th St, Seattle, WA 98125, USA",1570,7203
4232902595,11/14/2014,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,"6th Ave W & W Garfield St, Seattle, WA 98119, USA",2020,4800
2599001200,11/03/14,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,"2020 Fir St SE, Auburn, WA 98092, USA",1590,8165
3342103156,6/18/2014,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,"3413 Meadow Ave N, Renton, WA 98056, USA",1900,7349
1332700270,5/19/2014,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,"2904 Kennewick Pl NE, Renton, WA 98056, USA",1950,2025
3869900162,09/04/14,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,"7106 California Ave SW, Seattle, WA 98136, USA",1030,1106
2791500270,5/22/2014,243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,"3002 SW 349th Pl, Federal Way, WA 98023, USA",1980,7510
5036300431,03/11/15,1.10E+06,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,"2650 W Bertona St, Seattle, WA 98199, USA",2520,6250
4168000060,2/26/2015,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,"31218 12th Ave SW, Federal Way, WA 98023, USA",1350,10500
6021501535,7/25/2014,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,"8002 Jones Ave NW, Seattle, WA 98117, USA",1570,4500
6021501535,12/23/2014,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,"8002 Jones Ave NW, Seattle, WA 98117, USA",1570,4500
1483300570,09/08/14,905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,"2481 64th Ave SE, Mercer Island, WA 98040, USA",1950,6045
3422049190,3/30/2015,247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,"4419 S 272nd St, Kent, WA 98032, USA",1750,15616
1099611230,09/12/14,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,"33209 36th Ave SW, Federal Way, WA 98023, USA",1160,6400
722079104,07/11/14,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,"21315 290th Ave SE, Maple Valley, WA 98038, USA",1650,135036
7338200240,5/16/2014,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,"12711 470th Ave SE, North Bend, WA 98045, USA",2550,35065
1952200240,06/11/14,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,"2505 Boyer Ave E, Seattle, WA 98102, USA",2200,4500
5200100125,10/27/2014,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,"6549 12th Ave NW, Seattle, WA 98117, USA",1610,3478
7214720075,12/12/14,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,"20036 194th Ave NE, Woodinville, WA 98077, USA",2570,47777
2450000295,10/07/14,1.09E+06,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,"3156 108th Ave SE, Bellevue, WA 98004, USA",2370,8113
6197800045,9/24/2014,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,"11649 SE 184th St, Renton, WA 98058, USA",1640,14910
1328310370,04/02/15,375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,"15606 SE 177th Pl, Renton, WA 98058, USA",2250,8162
546000875,5/23/2014,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,"8026 18th Ave NW, Seattle, WA 98117, USA",1240,4005
3530510041,7/23/2014,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,"24519 9th Pl S, Des Moines, WA 98198, USA",1270,4966
1853000400,03/05/15,680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,"19108 NE 143rd Pl, Woodinville, WA 98077, USA",2990,35001
3134100116,8/27/2014,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,"17245 NE 36th St, Redmond, WA 98052, USA",2500,9433
9545230140,7/25/2014,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,"970 NW Honeywood Ct, Issaquah, WA 98027, USA",1940,9636
3362400511,03/04/15,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,"719 N 74th St, Seattle, WA 98103, USA",1380,3536
2525310310,9/16/2014,272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,"26707 233rd Ct SE, Maple Valley, WA 98038, USA",1540,11656
6126500060,11/24/2014,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,"2823 S Bateman St, Seattle, WA 98108, USA",2090,5500
8961960160,10/28/2014,480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,"1119 R St NW, Auburn, WA 98001, USA",2640,8517
3626039325,11/21/2014,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,"9520 9th Ave NW, Seattle, WA 98117, USA",1830,6350
3362400431,6/26/2014,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,"767 N 74th St, Seattle, WA 98103, USA",1620,3166
4060000240,6/23/2014,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,"11440 69th Pl S, Seattle, WA 98178, USA",1190,6780
3454800060,01/08/15,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,"11834 Military Rd S, Seattle, WA 98168, USA",1880,9000
1695900060,05/11/15,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,"1733 30th Ave S, Seattle, WA 98144, USA",1610,4040
7278700070,01/02/15,660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,"2148 NW 197th St, Shoreline, WA 98177, USA",2340,10856
6675500070,11/19/2014,391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,"8621 NE 142nd St, Kirkland, WA 98034, USA",1580,9104
3626039187,04/06/15,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,"612 NW 97th St, Seattle, WA 98117, USA",1710,6000
3524049083,11/04/14,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,"7958 Seward Park Ave S, Seattle, WA 98118, USA",1850,4400
3275860240,6/18/2014,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,"18322 NE 99th Way, Redmond, WA 98052, USA",2700,13992
4389200955,03/02/15,1.45E+06,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,"102 96th Ave NE, Bellevue, WA 98004, USA",3060,11275
4058801670,7/17/2014,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,"10420 Cornell Ave S, Seattle, WA 98178, USA",2660,8712
8732020310,7/17/2014,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,"32219 44th Pl SW, Federal Way, WA 98023, USA",2090,8400
2331300505,6/13/2014,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,"512 N 65th St, Seattle, WA 98103, USA",1700,4960
7853210060,04/06/15,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,"7621 Orchard Ave SE, Snoqualmie, WA 98065, USA",1970,3748
3668000070,01/05/15,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,"5805 37th St SE, Auburn, WA 98092, USA",1420,7680
9545240070,4/28/2015,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,"400 Jasmine Pl NW, Issaquah, WA 98027, USA",2060,9793
1243100136,06/12/14,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,"19851 NE Redmond Rd, Redmond, WA 98053, USA",2480,88500
8929000270,05/12/14,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,"2500 Mulberry Walk NE, Issaquah, WA 98029, USA",1690,1662
2767602356,1/26/2015,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,"1722 NW 61st St, Seattle, WA 98107, USA",1540,2285
921049315,8/13/2014,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,"2833 S 308th Ln, Federal Way, WA 98003, USA",1550,19265
3655000070,08/05/14,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,"30204 26th Pl S, Federal Way, WA 98003, USA",1750,8140
4027700812,5/29/2014,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,"19311 59th Pl NE, Kenmore, WA 98028, USA",1550,10436
3992700335,07/07/14,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,"3825 NE 117th St, Seattle, WA 98125, USA",1060,5715
2767603505,05/07/14,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,"1749 NW 60th St, Seattle, WA 98107, USA",1350,1310
4232901525,6/27/2014,665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,"1604 1st Ave W, Seattle, WA 98119, USA",1170,3600
1777500060,07/08/14,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,"15910 SE 42nd Pl, Bellevue, WA 98006, USA",2820,9375
1432900240,05/08/15,205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,"12751 SE 164th St, Renton, WA 98058, USA",1610,8579
6140100875,4/15/2015,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,"11557 Fremont Ave N, Seattle, WA 98133, USA",1560,7940
6071600370,2/27/2015,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,"12505 SE 60th St, Bellevue, WA 98006, USA",2230,8824
1526069017,12/03/14,921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,"15708 232nd Ave NE, Woodinville, WA 98077, USA",2840,87991
809001525,6/25/2014,890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,"1816 2nd Ave N, Seattle, WA 98109, USA",2200,4000
3224079105,08/06/14,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,"29915 SE 82nd St, Issaquah, WA 98027, USA",1940,193842
8075400570,10/30/2014,258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,"3704 S 239th St, Kent, WA 98032, USA",1360,18000
1994200024,11/04/14,511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,"8010 Wallingford Ave N, Seattle, WA 98103, USA",1450,4599
